Journey_Id,Workflow_Type,Total_Gt_Blocks,Line_Break,Merge,Split_Edits,Split_Merge,Size_Change,Line_Shift,Position_Shift,Alignment_Change,Region_Change,Extra_Block,Missing_Block,Block_Match_Time_Drift,VTT_Style,Spanwise_Style_Change,Punctuation_Edits,Word_Edits,Musical_Lyrics,Closed_Caption,Speaker_Transition,Content_Duration,Tier,Created_At
e6c1a697-c456-4332-886d-6e8efb969999,closed_captioning,1085,155,7,359,214,0,69,0,0,,9,17,21,39,,129,194,0,269,127,44.084318033854167,2,2025-10-28T20:07:03.385659
bae31889-8d41-4e36-86ee-024afda43a3e,closed_captioning,1032,140,9,258,158,0,51,0,0,,7,14,13,46,,100,172,0,182,97,44.084318033854167,2,2025-10-28T19:01:59.699091
ce51048d-4ce5-4f44-9acf-85483d4e05e8,closed_captioning,677,90,9,198,96,0,41,0,0,,119,44,41,0,,149,205,0,87,42,44.418680826822914,3,2025-10-28T15:43:24.266563
7baa1933-a722-441a-b087-fd2f828a1c0b,closed_captioning,612,70,5,183,92,0,32,0,0,,184,33,28,0,,132,164,0,91,60,44.41798502604167,3,2025-10-28T15:43:23.853925
8e4d698c-986d-40c9-93b3-ed789c4d9b2e,closed_captioning,688,109,6,178,67,0,19,0,0,,73,29,222,0,,154,175,0,86,32,44.41798502604167,3,2025-10-28T15:43:23.428614
3cfcd8a7-dcdb-4f68-9074-f1c71b762f8f,closed_captioning,998,125,4,159,74,0,37,0,0,,14,23,34,0,,88,145,0,112,60,43.81666666666667,3,2025-10-28T05:44:56.562867
6e5fa156-a244-4e97-adb7-5dcd354b3e78,closed_captioning,556,85,1,150,139,0,13,0,0,,14,7,5,0,,57,92,0,25,14,22.083866373697916,2,2025-10-28T01:31:18.100660
38606dd3-e302-44c1-a224-eb04716f61e9,closed_captioning,700,102,6,182,121,0,37,0,0,,137,18,27,0,,107,127,0,60,68,44.41826171875,3,2025-10-27T11:56:05.582737
934193ea-102f-4ac0-a8e8-81e89e95dc57,closed_captioning,465,49,3,121,90,0,87,0,0,,235,17,17,51,,54,69,0,26,6,42.201603190104166,1,2025-10-25T13:59:16.767213
d8404fad-078a-4b9f-a924-bf4f5b65b9e1,closed_captioning,530,93,2,123,59,0,49,0,0,,0,7,11,23,,64,88,0,168,65,22.1176513671875,2,2025-10-25T03:05:14.545732
d557ad1e-5ea2-4ec7-911b-68178bd661ab,closed_captioning,498,83,8,143,82,0,22,0,0,,6,9,18,22,,104,137,0,125,88,22.1176513671875,2,2025-10-25T02:15:55.726318
8aee3a14-7bb5-4068-a6c4-7669fcabd52f,closed_captioning,414,51,2,134,55,0,1,0,0,,5,21,17,0,,74,105,0,72,47,21.416666666666668,1,2025-10-24T18:59:29.725284
a3bbe79e-a855-42ac-a68c-812c082ae894,closed_captioning,384,68,4,96,53,0,2,0,0,,0,18,19,0,,68,55,0,33,17,21.416666666666668,1,2025-10-24T01:24:53.682281
3491cac8-acdf-431e-8c1b-cfc557a67975,closed_captioning,1118,134,5,347,161,0,48,0,0,,22,37,42,0,,250,342,0,325,195,43.783740234375,3,2025-10-23T21:55:54.279817
f1689846-90bb-4df1-838b-752c6720bd5a,closed_captioning,536,53,2,126,64,0,11,0,0,,5,11,18,0,,67,132,0,106,48,23.606221516927082,2,2025-10-23T21:25:03.914122
fc2f1e4b-1073-4a41-9e4f-8cd616f101d5,closed_captioning,420,41,0,149,97,0,7,2,0,,2,4,7,6,,40,64,0,43,15,21.416666666666668,1,2025-10-23T21:08:29.837736
c22afebd-3f0a-43e5-a2bd-63591d21f4c1,closed_captioning,450,57,1,106,68,0,23,0,0,,8,14,5,32,,41,69,0,69,26,21.417506917317709,3,2025-10-23T18:37:12.151763
5bf70d66-37fc-4b11-85ca-84daf81803b3,closed_captioning,972,144,11,231,186,0,46,0,0,,2,11,22,0,,119,179,0,113,69,42.750345865885414,3,2025-10-23T09:14:46.553554
5c81bc4b-25c4-4168-91cf-4a00155cfb80,closed_captioning,561,47,0,134,72,0,24,0,0,,5,8,21,0,,62,116,0,97,53,23.606221516927082,2,2025-10-23T01:30:15.078811
cc6b8e22-43c0-43db-997e-84166b794084,closed_captioning,570,78,4,145,80,0,45,0,0,,1,5,14,0,,35,97,0,99,44,23.606221516927082,2,2025-10-23T00:59:42.712966
df9ac5b8-2c2d-4969-b340-8ae582221b2d,closed_captioning,554,51,1,114,77,0,12,0,0,,6,8,13,0,,50,110,0,80,48,23.606221516927082,2,2025-10-23T00:28:46.693993
358d81fd-c4e8-4746-8824-8144ae66ab9a,closed_captioning,1116,190,3,233,172,0,63,0,0,,21,21,46,56,,83,154,0,264,101,44.084318033854167,2,2025-10-22T18:33:49.148974
d21d8a5f-01ae-41c1-9466-f7c7f0d843e2,closed_captioning,544,89,2,146,56,0,24,0,0,,7,15,21,0,,145,157,0,201,127,22.1176513671875,3,2025-10-22T17:49:46.047811
e92886f5-7d60-4a95-9ed9-5caaa7647387,closed_captioning,799,109,5,136,54,0,63,0,0,,13,23,31,0,,121,151,0,48,34,42.31796875,3,2025-10-21T06:57:13.896279
a96c0288-fe32-4581-b955-abd79b896a2b,closed_captioning,548,72,2,202,106,0,32,1,0,,4,8,11,26,,104,98,0,121,65,22.1176513671875,2,2025-10-21T01:48:08.668800
54b643c3-757f-4a54-a445-fbf879cdf052,closed_captioning,791,112,7,192,110,0,74,0,0,,7,18,78,0,,155,150,0,68,55,42.31796875,3,2025-10-20T21:44:26.540603
24e0f4f4-3958-4333-8af6-54b3d5337143,closed_captioning,542,102,5,156,80,0,17,0,0,,4,7,10,26,,104,133,0,139,111,22.1176513671875,2,2025-10-17T23:05:16.100246
f9e7b86d-1c6c-4c34-9dbf-21e766929d65,closed_captioning,968,151,13,262,170,0,43,0,0,,4,8,34,0,,158,244,0,139,98,42.750345865885414,3,2025-10-16T20:16:49.445886
c82db758-8536-4ef5-bec5-562257a2140a,closed_captioning,663,52,6,132,87,0,18,0,0,,82,39,23,250,,79,129,0,41,39,42.266666666666666,3,2025-10-16T20:04:37.693461
e53b2b4c-6fd8-451e-a01d-59f8504eade0,closed_captioning,996,141,6,327,138,0,24,0,0,,17,29,22,0,,235,333,0,274,191,43.751346842447916,3,2025-10-16T04:30:54.864696
3b21133e-94a9-4c2b-be10-93b9036bf052,closed_captioning,904,142,11,167,88,0,139,0,0,,19,46,27,0,,124,272,0,95,70,41.880733333333332,3,2025-10-15T20:27:12.344499
c0ed441b-6a14-48ae-a1ea-2ed48975f050,closed_captioning,904,141,12,174,94,0,23,0,0,,20,36,348,0,,114,256,0,134,86,41.89835,3,2025-10-15T20:27:12.143447
33f1a4bd-ab46-489d-b5d5-7a3590688bb4,closed_captioning,1480,161,12,356,154,0,117,1,1,,320,99,81,1,,210,342,0,149,181,86.15829264322916,2,2025-10-15T19:53:53.832166
0be84bde-a1d5-4589-9ee2-af0e8e033023,closed_captioning,1030,133,7,250,100,0,38,0,0,,10,23,39,0,,152,234,0,209,131,43.783740234375,3,2025-10-15T19:34:50.754627
88f6a99b-c257-4c74-a2a3-a2cb89b74b62,closed_captioning,562,63,1,138,93,0,112,1,1,,5,5,4,28,,78,105,0,63,23,22.500811767578124,3,2025-10-15T18:42:01.739715
6f3a0306-1ecf-4242-8022-4a87f993067f,closed_captioning,1994,274,19,503,297,0,40,0,0,,52,62,44,0,,333,551,0,421,243,85.083610026041669,3,2025-10-15T17:48:05.908023
ee9c2d23-1367-4530-9357-b1fe5e891393,closed_captioning,723,80,1,209,189,0,29,0,0,,62,14,32,0,,64,104,0,59,7,42.25123697916667,1,2025-10-15T12:48:00.386449
d7552f80-47a8-473a-a5b2-619e136ceea9,closed_captioning,855,93,3,252,168,0,44,0,0,,12,26,16,0,,126,143,0,172,81,41.7328,2,2025-10-15T12:42:08.352028
36713b5b-e20d-4285-825e-ef077ef28b00,closed_captioning,839,91,6,149,91,0,60,1,0,,8,8,23,0,,117,131,0,175,88,41.858483333333332,2,2025-10-15T12:42:08.156936
1a3f3088-a308-46bd-ba90-15ed966e6718,closed_captioning,878,90,2,261,155,0,37,0,0,,16,17,25,0,,109,212,0,222,101,41.83123333333333,3,2025-10-15T12:42:07.973037
e48c746b-9baf-4eca-b543-8e90702a2ce2,closed_captioning,988,70,6,418,202,0,51,0,0,,30,29,46,0,,230,197,0,244,152,41.877399999999994,3,2025-10-15T12:42:07.773406
64d81848-8197-47bb-9af5-6382fed8c201,closed_captioning,762,60,4,250,163,0,20,0,0,,18,17,17,0,,107,154,0,152,75,41.775066666666667,2,2025-10-15T12:42:07.580460
4e2d866b-edbb-4327-a084-bf054aaf9cab,closed_captioning,847,77,2,194,77,0,13,0,0,,25,44,38,0,,117,148,0,259,109,41.775616666666664,3,2025-10-15T12:42:07.178203
ddf7fd12-4d95-455f-863e-64b25ec2d3a1,closed_captioning,1094,137,3,236,135,0,23,0,0,,14,12,29,0,,169,249,4,215,117,43.66862386067708,3,2025-10-15T07:46:07.311787
103cbf3d-639f-4f97-8757-5e70067e5403,closed_captioning,1046,100,11,198,81,0,38,0,0,,13,17,25,0,,139,205,0,268,160,43.783740234375,2,2025-10-15T05:32:20.998839
1258fe9a-8ba3-4985-9694-22cc46250fa4,closed_captioning,428,49,3,108,63,0,21,3,0,,1,16,3,34,,52,112,0,54,33,21.417506917317709,3,2025-10-14T22:03:17.496153
648a0306-238d-47a7-9814-f82aaac83ef5,closed_captioning,587,64,2,136,67,0,10,0,0,,6,11,7,0,,88,168,0,122,84,23.606221516927082,3,2025-10-14T19:50:15.364659
e4df4d37-faac-450d-9df5-c6b45819a2d9,closed_captioning,978,166,9,201,101,0,7,0,0,,11,13,21,17,,164,230,0,160,75,42.9184326171875,3,2025-10-14T17:15:29.376181
589d2417-289a-4acf-a024-797e0d76d480,closed_captioning,1550,182,10,482,196,0,128,5,1,,169,63,57,318,,264,371,0,313,163,84.666666666666671,3,2025-10-14T00:26:59.313211
adc9db62-d66c-44a9-9d97-8600c948ca4a,closed_captioning,705,108,4,134,105,0,21,0,0,,4,14,24,0,,99,79,0,44,13,42.959582519531253,2,2025-10-13T21:32:21.382895
f1022db8-9331-479a-89fb-97d31b8127f7,closed_captioning,523,91,3,108,58,0,23,0,0,,0,5,13,19,,53,70,0,126,61,22.77719930013021,2,2025-10-13T20:53:51.492318
f267a36c-8922-47f5-bbdd-bd7384b09822,closed_captioning,909,160,5,295,181,0,63,0,0,,9,12,21,0,,240,292,0,79,94,43.85075276692708,3,2025-10-13T20:34:38.399039
ed2da87f-e25d-446b-8c54-70ef50565a4b,closed_captioning,614,95,2,183,131,0,19,0,0,,20,3,18,0,,78,117,0,86,8,41.6772,1,2025-10-13T20:14:20.072337
ad6259f7-238f-46b7-976d-f10b820ab366,closed_captioning,732,106,3,223,148,0,34,0,0,,47,16,28,0,,126,173,0,82,22,42.25123697916667,1,2025-10-13T20:14:19.872963
5311648c-9931-4a98-a197-2eea35bd945b,closed_captioning,976,135,9,332,200,0,91,0,0,,18,27,20,0,,200,304,0,152,119,43.851448567708331,3,2025-10-13T20:14:19.641191
18fc6065-ede9-421b-9837-8bbe9236f5e5,closed_captioning,698,50,3,128,107,0,22,0,0,,1,7,17,0,,88,72,0,48,10,42.959582519531253,2,2025-10-13T19:56:21.006910
788d9871-0f9d-4a12-84ed-6983da645cf6,closed_captioning,544,43,1,234,143,0,59,0,0,,6,26,100,0,,103,99,0,32,37,22.083866373697916,2,2025-10-13T18:45:49.213826
d24e9455-614a-40b5-9c57-7cd5df1993af,closed_captioning,784,130,22,250,198,0,77,1,0,,44,33,43,1,,259,278,0,92,102,41.334627278645833,3,2025-10-13T16:00:36.682754
103f2555-41db-4421-9d0a-f03fc11df43d,closed_captioning,233,17,1,76,80,0,1,0,0,,0,0,2,0,,20,15,0,4,8,12.354007975260417,1,2025-10-13T15:47:46.213483
49a38d33-0e15-4234-a57e-305ee9912b84,closed_captioning,184,19,0,34,26,0,6,0,0,,28,6,5,0,,14,31,0,25,7,11.416666666666666,1,2025-10-13T15:47:46.003317
4237894c-256c-4032-b994-e3966d7a7ca5,closed_captioning,444,45,0,73,45,0,36,0,0,,270,13,15,0,,52,73,0,37,6,42.267919921875,2,2025-10-13T12:34:53.883742
a78d7ab7-126c-4c3d-b6b6-0ff9495b5cb1,closed_captioning,900,101,6,242,138,0,28,0,0,,48,16,39,0,,173,226,0,111,98,43.250846354166669,3,2025-10-12T08:56:35.855059
04f9b62b-e5c1-4d50-83a5-e65830e166e6,closed_captioning,902,101,9,367,189,0,41,0,0,,20,40,33,0,,316,369,0,111,128,41.334627278645833,2,2025-10-11T16:03:57.576340
1722ea42-3aec-43c3-a8fc-9ce35fa921c6,closed_captioning,536,37,2,187,172,0,30,0,0,,3,8,1,0,,57,111,0,15,19,22.500811767578124,2,2025-10-11T08:55:23.874196
c3f88041-b324-4c14-9302-bd6e8e28384f,closed_captioning,985,153,20,200,128,0,18,0,0,,38,12,19,0,,165,210,0,245,141,44.251151529947919,3,2025-10-11T06:44:49.488125
9fccdb89-27e6-4100-8bb5-3d3e1adf257d,closed_captioning,567,80,1,216,116,0,17,0,0,,4,11,13,24,,118,139,0,115,88,22.977398681640626,2,2025-10-11T03:03:37.336385
f013ba7a-4e4e-4ef0-89f6-a2959cfd1be4,closed_captioning,487,73,2,110,55,0,15,0,0,,1,6,22,30,,33,60,0,110,49,22.100968424479166,2,2025-10-11T00:35:50.991931
2c6cd0bc-7778-4a5b-be04-be8689881a8a,closed_captioning,1072,135,12,373,178,0,90,7,0,,13,28,27,0,,223,290,0,306,248,43.827115885416667,2,2025-10-10T14:45:07.161305
7ab8059e-ae4f-4edd-9948-f239e88d388a,closed_captioning,893,84,2,250,173,0,32,0,0,,11,27,29,0,,129,126,0,134,77,42.66831868489583,2,2025-10-10T07:50:40.629407
b6bb93f6-82ca-45c2-b072-dcc5f9cd3a56,closed_captioning,993,144,17,249,210,0,39,0,0,,7,11,27,0,,186,246,0,111,87,42.750345865885414,3,2025-10-10T06:17:57.774805
57f0642d-649a-4b9c-9521-74e6290f78c4,closed_captioning,450,68,3,110,72,0,22,0,0,,7,15,200,30,,45,86,0,58,25,21.417506917317709,3,2025-10-09T21:14:08.923375
f6a425fd-9783-4b3a-9fa9-4a74d2f2b3c4,closed_captioning,280,32,1,62,51,0,11,0,0,,1,2,122,0,,11,22,0,14,2,21.417228190104165,2,2025-10-09T18:36:57.947081
84220227-88ad-4425-8964-f015fa247afe,closed_captioning,890,108,3,301,151,0,55,0,0,,42,48,28,0,,264,245,0,108,119,42.252628580729166,3,2025-10-08T22:20:14.052734
4088c3e2-c99d-4655-bd77-0fda3bbf2849,closed_captioning,1023,164,3,297,104,0,56,15,0,,23,34,36,0,,194,306,0,287,180,43.751346842447916,2,2025-10-08T08:36:39.286113
0a5af6ef-d92d-4a40-9d3b-a0a5875da00a,closed_captioning,419,49,3,83,41,0,17,0,0,,11,25,9,0,,69,100,0,43,49,22.067333984375,2,2025-10-08T05:32:52.537284
00d616dc-9a19-4757-b5ad-8a2fe4ff240f,closed_captioning,938,78,5,322,155,0,213,0,0,,103,32,30,0,,220,252,0,86,171,41.541499837239584,3,2025-10-06T19:34:36.155959
ad7f8c95-945b-4a40-b182-e975fd85e81e,closed_captioning,937,157,16,158,82,0,285,0,0,,58,15,33,0,,160,197,0,98,140,41.45808512369792,3,2025-10-06T19:32:05.594267
35eee3d0-77af-4ee9-a801-66ddf9cb9a45,closed_captioning,651,63,3,218,141,0,101,0,0,,169,37,23,0,,171,188,0,72,60,41.32572835286458,3,2025-10-06T18:00:57.773439
a33ab310-b710-40b4-ae10-321a869ceb3e,closed_captioning,1144,176,6,303,139,0,21,0,0,,26,35,22,0,,226,343,0,362,196,44.017305501302083,3,2025-10-06T13:50:40.264221
1ccc530c-422e-46ce-b072-8fb5e7a42c60,closed_captioning,1121,109,7,248,98,0,11,0,0,,10,34,26,0,,186,327,0,272,163,44.017305501302083,3,2025-10-06T13:50:39.865255
a1af1373-9cc8-4d2c-b795-b2db371a2cfb,closed_captioning,1134,144,6,345,159,0,13,0,0,,3,25,20,0,,207,348,0,310,196,44.017305501302083,3,2025-10-06T13:50:39.668864
9191a76b-cb2f-4888-8cc4-9c69f082d4e8,closed_captioning,1135,155,6,275,134,0,15,0,0,,9,29,24,0,,166,320,0,260,131,44.017305501302083,3,2025-10-06T13:50:39.478010
d09393e2-34f8-4840-af19-1be306121639,closed_captioning,991,53,8,215,152,0,76,0,0,,12,10,22,3,,125,203,0,63,49,44.350972493489586,3,2025-10-05T15:09:40.455226
81393f21-662f-4ca5-b848-e9d395586e58,closed_captioning,724,88,3,207,168,0,18,0,0,,7,15,21,0,,76,104,0,46,8,42.959582519531253,2,2025-10-05T12:56:15.642152
8b7df735-c070-45f2-a9cf-f389b2f8d993,closed_captioning,1512,203,5,374,217,0,218,48,0,,26,83,49,27,,231,365,0,246,60,84.49996744791666,3,2025-10-04T07:26:55.990210
a722cd1e-e725-476f-9a91-cdb674421f29,closed_captioning,1032,173,10,253,182,0,18,0,0,,5,14,25,0,,200,232,0,227,140,44.25184733072917,3,2025-10-04T04:37:01.970224
f9baf4bd-ad35-4b39-b627-d05d26eff980,closed_captioning,542,64,5,153,143,0,102,0,0,,5,4,2,7,,79,131,0,43,10,22.584783935546874,3,2025-10-04T03:33:23.660754
1d8b8b0a-f97d-404f-8b53-f22f41e61ec2,closed_captioning,567,81,3,159,75,0,29,0,0,,5,11,15,26,,86,139,0,157,64,22.1176513671875,2,2025-10-04T03:12:22.731764
12f9c9ee-7733-4626-94b5-01ef75f12e06,closed_captioning,522,64,5,117,62,0,15,0,0,,0,3,17,32,,53,78,0,121,48,22.861171468098959,2,2025-10-04T02:53:29.168806
917fbb6f-2ef0-43ce-b54a-7203e87af79c,closed_captioning,1156,102,2,263,137,0,16,0,0,,2,5,13,0,,133,230,0,248,98,46.750174967447919,2,2025-10-04T01:15:20.486480
ab7d3228-b009-4f86-a949-9ff2ddea3c5c,closed_captioning,1116,112,18,238,152,0,46,0,0,,8,20,18,0,,140,206,0,189,148,46.750174967447919,2,2025-10-04T01:13:42.573746
b06e981b-f4b2-4a21-9027-c4acbe9d6508,closed_captioning,1216,134,6,265,164,0,18,0,0,,6,16,22,0,,153,203,0,275,136,46.750174967447919,2,2025-10-04T00:52:41.228319
1f7f7a68-54f5-43ba-abf7-e09daf68850e,closed_captioning,1121,96,23,248,123,0,49,0,0,,6,15,27,0,,120,247,0,228,179,46.750174967447919,3,2025-10-03T23:40:14.114224
3e9f62eb-312b-4a1b-8773-3c1fb6dfc953,closed_captioning,1118,110,15,245,173,0,31,0,0,,4,9,9,0,,120,202,0,193,140,46.751566569010414,3,2025-10-03T23:33:14.889629
fe967e68-faf5-432b-a6a7-52f0f293b527,closed_captioning,518,109,5,134,79,0,80,0,0,,9,11,16,11,,38,101,0,155,68,22.418229166666666,2,2025-10-03T20:58:38.266297
56470ced-3885-401a-8976-f33e3a5f639a,closed_captioning,823,91,9,286,197,0,49,0,0,,38,38,23,0,,237,278,0,119,100,41.167793782552081,3,2025-10-03T19:55:29.396472
73499c14-0939-4e37-a2d3-ca63e5015e1d,closed_captioning,952,162,13,181,107,0,30,0,0,,7,19,14,16,,160,225,0,192,114,42.683614095052086,3,2025-10-03T18:55:56.266061
13122c4c-6c29-4542-b25a-d384aa302c3e,closed_captioning,930,81,5,373,206,0,51,0,0,,43,42,20,0,,379,359,0,147,145,41.33073323567708,3,2025-10-03T15:35:07.750584
2c5af64b-b808-45d3-a0bd-6e1cdcb73a73,closed_captioning,954,90,5,308,147,0,25,0,0,,35,26,44,0,,165,188,0,97,97,43.250846354166669,3,2025-10-03T15:24:59.129682
a287d5c3-98bc-4e35-a106-c4de48d9a002,closed_captioning,1492,186,14,448,316,0,29,1,1,,180,11,41,164,,291,370,0,228,120,84.566666666666663,3,2025-10-03T13:15:55.716197
c9d42211-e443-4666-8297-dc46a0af6914,closed_captioning,1133,168,16,298,198,0,35,0,0,,16,12,20,0,,196,304,0,222,144,43.66862386067708,3,2025-10-02T21:30:10.214383
883f14ae-49f6-4513-bcd0-838be731f951,closed_captioning,1574,272,18,471,302,0,356,44,1,,25,41,38,34,,383,569,0,248,109,84.182991536458331,3,2025-10-02T03:44:31.914105
4d732911-5c4f-4796-b926-68802bdecbb9,closed_captioning,343,36,2,53,37,0,19,0,0,,4,6,11,0,,26,47,0,23,7,21.417228190104165,2,2025-10-01T03:06:44.150730
7d6c1f2a-3c83-4fe5-ae0e-8b4be49998c4,closed_captioning,1094,117,4,389,178,0,200,153,0,,7,32,38,0,,157,171,0,255,169,43.827115885416667,2,2025-10-01T00:45:26.608075
97e41675-a6b5-4672-9854-03f9b4cae66b,closed_captioning,559,49,0,202,181,0,79,0,0,,0,6,9,37,,110,154,0,36,6,22.584783935546874,3,2025-09-30T22:11:14.191441
1986731a-aed2-485a-a338-34f56361f7ab,closed_captioning,612,64,4,201,143,0,123,0,0,,102,28,12,268,,76,126,0,34,26,42.2,3,2025-09-30T22:06:53.377366
01826b7e-ea30-4d51-b132-be4eecd6a719,closed_captioning,565,59,5,186,105,0,44,4,0,,173,27,21,0,,167,177,0,80,59,42.168513997395834,3,2025-09-30T21:30:24.898434
14d69068-2b7e-4f96-89d5-63df17ad3240,closed_captioning,1096,175,11,318,121,0,57,0,0,,14,32,31,0,,188,322,0,336,181,42.750345865885414,3,2025-09-30T19:08:18.416916
9038a783-d67a-4a42-adcf-2566c612a9b8,closed_captioning,928,141,15,218,103,0,291,0,0,,94,31,25,0,,213,275,0,191,177,41.541499837239584,3,2025-09-29T20:39:17.524648
e7a3fd6a-25f9-46a6-ba0d-ae1854b25831,closed_captioning,914,115,7,243,153,0,19,0,0,,14,51,41,0,,168,206,0,170,97,42.7,3,2025-09-29T13:39:01.542476
48728048-129d-4c39-ade7-3d771bb8180e,closed_captioning,915,144,2,268,92,0,369,0,0,,56,29,42,0,,230,297,0,103,177,41.45808512369792,3,2025-09-29T13:36:23.238877
d8b5b3bf-d949-4e67-af08-b30f5618a7ba,closed_captioning,1137,130,6,261,112,0,7,0,0,,17,34,38,0,,185,315,0,293,162,43.618016666666669,3,2025-09-29T12:52:25.330806
47ce2e44-e2fd-41ad-857d-e9c9e15502a3,closed_captioning,512,69,3,143,72,0,18,0,0,,3,4,14,29,,63,74,0,118,64,22.865620930989582,3,2025-09-27T22:33:46.358002
df2eb3b9-4f57-454e-a3d2-0f3e54719421,closed_captioning,587,85,1,190,109,0,35,0,0,,5,9,6,20,,58,74,0,98,66,23.018550618489584,3,2025-09-27T21:39:27.821500
255e8bd2-cc14-4131-81b1-6924fc036a42,closed_captioning,951,131,14,314,244,0,38,0,0,,35,35,211,0,,313,373,0,95,164,42.335347493489586,3,2025-09-27T00:06:59.143063
56983a52-add3-4f0e-9925-9a3cbe748b2f,closed_captioning,1160,181,15,296,228,0,35,0,0,,8,26,40,0,,135,241,0,274,146,46.750174967447919,3,2025-09-26T22:37:47.461445
a7848c47-e811-4487-9d18-9d76cfccc73c,closed_captioning,1093,180,21,240,166,0,59,0,0,,7,12,30,0,,88,222,0,185,123,46.748787434895831,3,2025-09-26T21:08:15.410472
b2fd7a66-f3f0-4fbd-beec-c5b43af80276,closed_captioning,541,91,5,184,138,0,44,0,0,,3,8,10,10,,57,90,0,82,54,22.417533365885415,2,2025-09-26T07:10:16.928417
82b2b358-917b-4b0d-bff3-209e154d1969,closed_captioning,325,32,2,77,56,0,19,4,2,,4,13,13,103,,23,37,0,11,19,22.752591959635417,2,2025-09-25T18:29:59.173369
dc868715-bb5f-4e4b-99b4-c1ed3e32a311,closed_captioning,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0.75631111666666662,1,2025-09-25T12:27:38.914576
a01e1515-dbb4-40c5-a2c0-dfa74fa645ae,closed_captioning,526,81,6,155,92,0,44,14,7,,3,4,5,0,,135,120,0,107,39,23.083060709635415,3,2025-09-25T01:09:27.454139
4fd26dfa-1bb2-4f11-9efe-314a5e230e62,closed_captioning,730,66,4,207,151,0,16,0,0,,15,7,6,0,,101,178,0,123,17,41.84013264973958,1,2025-09-24T21:42:11.893538
d1ceed42-f80d-4ae6-80ff-4d51643169e8,closed_captioning,818,102,3,272,200,0,47,0,0,,20,3,26,0,,91,155,0,165,34,41.979715983072914,1,2025-09-24T19:44:39.799790
f0c8f103-0a0a-4f98-9d9e-8a6e1215bf84,closed_captioning,1080,111,9,369,196,0,55,0,0,,16,17,23,0,,141,166,0,145,130,43.75,2,2025-09-24T14:29:29.927481
2e1b4713-f38c-4a7b-bc54-cc4863ebb155,closed_captioning,1140,143,9,226,133,0,13,0,0,,12,15,31,0,,133,278,0,198,142,43.75,2,2025-09-24T14:29:29.156042
d5b8e98f-d40e-4e05-86a2-7aa6abad30ba,closed_captioning,577,35,8,165,58,0,32,0,0,,57,54,31,63,,123,158,0,86,76,42.318387858072917,3,2025-09-24T13:32:18.349060
86fc9235-e342-4640-a66a-06bd60ac485e,closed_captioning,984,170,14,177,131,0,37,0,0,,42,17,15,16,,174,226,0,216,105,42.700992838541666,3,2025-09-24T05:35:16.819055
ce96f6b7-632d-4672-ae64-1fdb99e18b7c,closed_captioning,474,63,2,106,86,0,12,0,0,,7,24,8,0,,41,65,0,27,8,22.083866373697916,2,2025-09-23T23:07:02.723529
ea5061e7-82b1-4e29-8b0e-8fe415978d15,closed_captioning,640,57,6,196,116,0,48,0,0,,149,34,22,0,,124,166,0,86,67,42.332568359375,3,2025-09-23T20:16:44.466115
fccc2e03-5572-4300-8fdf-b0e4a0bd43cd,closed_captioning,819,0,0,24,6,0,17,0,0,,1051,739,0,0,,20,31,0,12,12,43.784297688802084,2,2025-09-23T18:52:15.426769
cc2e6a0d-fa36-41d6-9b4a-c5377d7e9812,closed_captioning,410,46,4,93,57,0,21,0,0,,2,11,4,36,,61,79,0,68,31,21.417506917317709,3,2025-09-23T18:41:20.377817
50c5407f-b551-49ed-b1db-5142d1dee241,closed_captioning,575,74,8,140,101,0,32,0,0,,33,72,9,0,,81,109,0,70,57,22.833921305338542,2,2025-09-23T18:38:54.438911
486f9786-81ac-4fce-bf83-b22e9d260888,closed_captioning,416,43,1,105,78,0,27,0,0,,1,9,5,36,,62,88,0,73,34,21.417506917317709,3,2025-09-23T18:36:44.835888
b8d251e5-ae32-41bb-aaa5-00ff8a2b6773,closed_captioning,819,0,0,24,6,0,17,0,0,,1051,739,0,0,,20,31,0,12,12,43.784297688802084,2,2025-09-23T16:17:52.745871
f080471f-c4db-4817-a9e1-b168813f0100,closed_captioning,662,67,3,207,131,0,19,0,0,,203,23,14,0,,97,141,0,71,53,42.604233333333333,3,2025-09-23T16:13:18.008782
01308c69-fb98-44cd-a6bc-406012816bd0,closed_captioning,543,130,4,98,66,0,25,1,1,,3,2,7,17,,53,73,0,201,52,22.083333333333332,2,2025-09-23T16:13:17.786006
a27c2525-3973-41cf-ba52-508411a1df37,closed_captioning,966,124,5,297,116,0,41,2,0,,43,57,33,0,,202,239,0,105,111,45.321663411458331,3,2025-09-22T20:24:35.633754
61504032-32fe-4e87-9a9b-d44999f9bf60,closed_captioning,878,99,7,328,184,0,56,0,0,,39,31,34,0,,290,226,0,86,69,42.335347493489586,3,2025-09-22T18:36:19.419049
606ed673-900a-4812-b0c4-08bf7e3185e8,closed_captioning,928,81,5,228,93,0,75,0,0,,9,47,26,0,,146,270,0,164,126,41.87016666666667,3,2025-09-22T16:44:24.150881
db10ea98-364c-49dc-ba3c-85b5620c45f1,closed_captioning,934,72,1,213,85,0,56,0,0,,24,48,41,0,,138,265,0,162,105,41.874050000000004,3,2025-09-22T16:41:23.189890
